company_name,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,status,last_funding_year,last_funding_month,founded_year
Odom PLC,Biotech,UK,3.0,31657382,2,6,fail,12,3,10
Hall-Baker,AI,US,3.0,43390260,8,10,fail,8,3,8
Simpson Ltd,EdTech,Canada,7.0,10983409,2,5,fail,3,9,1
Jordan LLC,EdTech,Singapore,1.0,10156445,1,4,success,9,10,2
"Davis, Russell and Torres",SaaS,India,14.0,23085826,4,6,fail,14,3,10
Little-Simpson,FinTech,India,7.0,20993636,8,4,success,3,12,2
"Hickman, Martin and Acosta",HealthTech,Canada,2.0,19282181,2,3,fail,14,3,12
"Sanchez, Jacobson and Caldwell",E-Commerce,US,2.0,14993589,2,3,fail,12,3,11
Taylor Ltd,EdTech,Canada,0.0,5601943,1,3,fail,14,3,12
Keller-Jensen,E-Commerce,Germany,8.0,19650299,5,6,fail,14,3,6
Anderson-Woods,E-Commerce,India,1.0,12163852,4,5,fail,9,2,9
"Moore, Smith and Lee",EdTech,Israel,3.0,7605008,1,2,fail,14,3,7
Morgan PLC,EdTech,US,6.0,14224920,1,4,fail,13,6,12
"Lewis, Page and Garcia",AI,UK,13.0,41541757,3,6,fail,12,6,11
Adams Inc,E-Commerce,UK,0.0,6990990,2,1,success,6,4,5
Rodriguez-Decker,Gaming,US,2.0,9952087,2,3,success,11,1,10
Gray Group,AI,US,4.0,22042794,1,9,fail,8,9,4
"Vaughn, Henry and King",SaaS,Israel,7.0,16584811,4,6,fail,14,3,11
"Davis, Molina and Simpson",HealthTech,US,12.0,32098718,4,5,success,6,11,5
Lane-Harris,E-Commerce,US,0.0,1000000,1,3,fail,10,7,9
Brown Ltd,Gaming,India,3.0,11482551,3,2,fail,14,3,7
"Guzman, Craig and Davis",FinTech,US,0.0,13106839,1,3,success,8,1,1
Copeland Group,AI,Israel,7.0,38471973,4,5,fail,12,4,3
Mckinney PLC,AI,US,0.0,9671218,5,2,fail,14,3,9
"Smith, Cook and White",SaaS,UK,11.0,25481993,3,6,fail,14,3,10
"Jackson, Olson and Garza",E-Commerce,US,0.0,12091698,3,4,fail,8,11,2
Vasquez-Barker,HealthTech,Canada,7.0,24128174,5,5,success,8,12,0
"Barton, Rodriguez and Hughes",Gaming,India,1.0,4879104,1,3,fail,3,5,2
Simpson LLC,AI,US,4.0,25892104,5,3,success,10,11,10
Sanchez-Stevenson,FinTech,Singapore,4.0,16095375,2,5,success,11,10,7
Day-Li,HealthTech,US,1.0,26906282,5,9,success,8,3,7
"Carter, Grimes and Oliver",Biotech,India,1.0,29789757,2,5,fail,10,2,8
"Gay, Wong and Osborne",HealthTech,Singapore,0.0,15952435,7,7,fail,5,4,3
Reed LLC,AI,UK,0.0,18954686,1,5,fail,14,3,9
"Ryan, Harrison and Flores",E-Commerce,Germany,1.0,7730415,1,1,fail,8,5,2
Johnson-Collins,Gaming,US,3.0,7324824,1,2,fail,9,5,4
"Smith, Edwards and Poole",E-Commerce,US,6.0,17842491,1,4,fail,0,4,0
"Bell, Johnson and Barnes",AI,US,7.0,36869764,3,6,fail,6,1,1
"Perry, Kline and Alexander",FinTech,Singapore,0.0,19788904,1,6,success,4,3,0
Boyd PLC,Gaming,Singapore,1.0,11266461,3,5,fail,14,3,9
"Barton, Maldonado and Miranda",E-Commerce,US,7.0,15566384,4,4,fail,5,9,1
Obrien-Matthews,Biotech,US,3.0,19792834,2,6,success,4,6,4
"Lambert, Anderson and Singh",E-Commerce,US,1.0,30111233,3,7,fail,2,4,2
Franklin-Cannon,EdTech,US,2.0,9310171,4,2,fail,11,12,10
"Gonzalez, Hunter and Rich",FinTech,US,3.0,17551194,1,5,fail,3,10,2
Chavez PLC,EdTech,Germany,0.0,5661955,1,2,fail,11,5,6
Simon and Sons,E-Commerce,Israel,7.0,12965312,1,5,fail,11,1,2
"Hooper, Sellers and Roberts",E-Commerce,Germany,1.0,8681004,1,2,fail,10,8,6
Perez-Reid,FinTech,UK,14.0,22034725,2,7,fail,14,3,12
Brewer PLC,FinTech,Germany,10.0,35208578,4,7,fail,6,4,3
Mccarty PLC,HealthTech,Germany,6.0,18861630,6,5,fail,10,7,3
Guzman-Giles,E-Commerce,India,1.0,14258555,3,3,success,14,3,11
Thomas Ltd,Gaming,US,1.0,8956352,5,2,fail,14,3,8
Carter-Banks,E-Commerce,US,3.0,9331401,3,7,fail,14,3,12
Espinoza LLC,EdTech,UK,2.0,10864119,3,4,fail,14,3,9
"Guerra, Walsh and Davis",FinTech,Singapore,11.0,28322572,4,6,success,13,7,11
Smith Group,AI,India,0.0,26144774,8,6,success,14,3,11
Terry-Porter,AI,Israel,6.0,35485950,5,3,success,7,11,3
"Nelson, Thomas and Flores",Biotech,US,4.0,33189470,3,4,fail,13,9,5
"Hansen, Johnson and Hayden",SaaS,Canada,8.0,22651654,2,5,fail,14,3,7
Turner LLC,E-Commerce,Canada,3.0,14845247,1,1,fail,14,3,6
Padilla Inc,SaaS,UK,4.0,14848920,2,3,fail,14,3,7
Russo PLC,E-Commerce,Singapore,16.0,23052645,5,4,fail,9,2,7
"Sutton, Stout and Fisher",AI,India,0.0,15626505,3,2,fail,14,3,9
Osborne-Brown,FinTech,US,0.0,18464158,2,3,fail,7,3,4
Jones-Conner,E-Commerce,US,2.0,19445350,2,3,fail,5,8,4
Perry-Acosta,HealthTech,India,3.0,18756623,1,4,fail,14,3,11
"Scott, Mcclain and Torres",EdTech,Israel,1.0,11614399,3,5,fail,7,8,5
Sweeney and Sons,AI,US,0.0,29370193,2,5,fail,14,3,9
"Pierce, Clark and Doyle",SaaS,UK,0.0,14439912,7,4,fail,11,12,5
Potts-Blevins,AI,Germany,7.0,41765214,6,10,success,7,2,3
Diaz-Bennett,EdTech,US,9.0,12175980,2,3,success,9,3,7
Hall-Williams,SaaS,US,2.0,17405003,3,4,fail,9,10,4
"Prince, Crawford and Gray",Gaming,US,6.0,8151900,5,3,fail,14,3,11
Stevens Inc,AI,US,3.0,21726395,2,4,success,5,7,4
Brooks PLC,SaaS,US,4.0,20457097,3,5,fail,5,5,3
Brewer Inc,HealthTech,UK,0.0,14599861,3,4,success,7,10,3
"Roman, Johnson and Salas",HealthTech,UK,14.0,25825914,3,4,success,12,6,4
Burke-Schmitt,FinTech,Germany,3.0,23381564,4,4,fail,9,11,3
"Rasmussen, Ford and Smith",E-Commerce,India,1.0,21075095,3,3,fail,3,7,0
Morton Inc,AI,Singapore,15.0,46062799,4,7,fail,11,9,8
Ayers-Johnson,Biotech,Israel,1.0,19776465,2,2,success,9,8,6
Alvarado-Khan,E-Commerce,Singapore,2.0,13503288,1,5,fail,14,3,11
Williams-Anderson,EdTech,US,7.0,11474696,1,3,fail,13,8,10
Salas-Carter,EdTech,Israel,1.0,7934443,1,6,fail,10,5,5
"Blair, Thomas and Sanders",HealthTech,Germany,1.0,11574917,4,4,fail,14,3,9
Frazier-Reynolds,FinTech,US,2.0,16957375,5,4,fail,6,11,6
Thompson-Huynh,AI,US,3.0,26250513,7,7,success,2,9,0
"Hardin, Mendoza and Stewart",EdTech,UK,0.0,4142813,1,2,success,9,11,6
Ward Group,E-Commerce,US,12.0,18622048,1,1,fail,7,3,4
Holmes and Sons,Gaming,India,2.0,11262572,1,3,fail,14,3,11
"Taylor, Ingram and Ramos",E-Commerce,UK,0.0,15087652,2,4,fail,11,6,6
Perez Inc,EdTech,Israel,7.0,15025651,2,4,fail,7,2,1
Jacobs Inc,AI,India,1.0,21803632,1,5,success,9,3,4
Bailey-Smith,FinTech,UK,1.0,20829879,1,4,success,11,4,3
Moore-Knight,FinTech,US,16.0,30105192,4,5,success,14,3,8
"Fox, Jordan and Simmons",FinTech,UK,12.0,37538736,5,3,success,13,11,8
Murphy and Sons,E-Commerce,India,0.0,9124656,2,3,fail,5,8,1
Hoffman LLC,EdTech,Canada,11.0,9879283,1,2,fail,12,7,5
White Ltd,HealthTech,US,11.0,32548014,3,3,fail,7,3,5
Reyes-Kent,AI,India,5.0,26858602,2,8,fail,14,3,12
"Wright, Newton and Walker",E-Commerce,India,3.0,15547084,3,2,fail,8,5,4
"Gonzales, Orozco and Bradley",SaaS,Canada,1.0,11674371,1,3,fail,6,9,4
"Farmer, Paul and West",SaaS,Singapore,0.0,14747127,1,5,success,8,8,5
Yang-Yang,SaaS,US,4.0,21216396,4,6,success,14,3,7
Ramos Inc,AI,India,8.0,28579193,4,4,success,11,12,4
Wheeler-Jones,E-Commerce,Germany,5.0,14202943,1,4,fail,14,3,9
Ramirez-Brennan,HealthTech,India,1.0,16871883,1,4,fail,13,2,9
"Levy, Cantrell and Bruce",E-Commerce,US,3.0,19632917,1,6,fail,14,3,10
Jones-Crawford,HealthTech,US,4.0,13772129,2,8,fail,7,7,1
Barton and Sons,EdTech,India,0.0,7830090,2,4,fail,3,12,3
Williams Ltd,EdTech,India,4.0,12823899,1,3,fail,8,5,5
Fowler-Miller,EdTech,US,6.0,13598386,1,3,fail,11,7,6
Vasquez-Compton,E-Commerce,US,1.0,17475193,3,1,fail,13,1,7
Nolan Group,FinTech,UK,1.0,21917863,1,3,fail,14,3,11
Wilkins Inc,Gaming,Singapore,1.0,11441891,1,5,fail,9,2,4
"Jones, Murray and Rodriguez",AI,Israel,14.0,29210600,6,6,fail,12,1,4
Reed-Campbell,E-Commerce,UK,2.0,12826457,1,7,fail,7,4,5
Gonzalez-Harris,AI,Canada,3.0,29685685,2,5,success,11,10,2
"Webster, Martin and Gonzalez",HealthTech,US,6.0,18421228,3,6,fail,10,5,6
"Gonzales, Guzman and Reese",FinTech,UK,2.0,18299426,1,4,fail,5,8,4
Ewing Group,E-Commerce,US,0.0,10282139,1,2,fail,11,10,3
Jennings-Murphy,HealthTech,Germany,5.0,14392718,4,5,success,8,1,1
Smith-Phillips,HealthTech,Singapore,5.0,17899662,3,4,fail,8,2,4
"Davis, Lewis and Ellis",Gaming,Israel,1.0,8418456,2,3,fail,7,5,0
Pineda and Sons,AI,India,3.0,14532411,4,4,fail,11,10,11
"Little, Williamson and Mann",AI,Canada,5.0,31130855,2,5,fail,7,4,0
"Wallace, Cole and Davis",EdTech,Singapore,6.0,10537468,1,3,fail,14,3,11
Wright-Nelson,Biotech,US,0.0,19843261,4,3,fail,12,8,7
Montgomery Inc,FinTech,Canada,3.0,17022325,4,4,fail,9,3,6
Taylor Ltd,SaaS,US,13.0,17178071,2,4,fail,10,8,5
"Wilson, Weaver and Russo",AI,Israel,0.0,19080289,7,6,fail,12,6,4
Porter Ltd,FinTech,US,3.0,10349194,3,3,fail,10,9,2
Freeman PLC,E-Commerce,US,5.0,7666669,1,3,fail,14,3,9
"Hunter, Davis and Kane",AI,Germany,1.0,20331593,1,6,fail,9,2,6
Norman Group,EdTech,US,6.0,10018908,1,6,success,12,4,10
"Lowe, Sanchez and Medina",HealthTech,US,10.0,19909459,2,4,success,14,3,11
Davis-Johnson,AI,India,8.0,31920805,8,7,fail,1,7,1
"Rowland, Lopez and Brown",EdTech,Canada,1.0,7782685,3,5,fail,8,4,0
Berg-Holmes,E-Commerce,US,8.0,16912293,1,3,fail,12,7,9
Gomez-Arnold,Gaming,Canada,2.0,14551990,6,7,fail,14,3,9
Perez and Sons,Gaming,Canada,1.0,13028133,1,6,fail,8,6,1
Daniel-Key,AI,India,0.0,38657654,4,3,success,9,8,3
Reyes Ltd,Biotech,UK,11.0,35972936,3,6,success,9,10,5
Perry Ltd,FinTech,US,2.0,22707909,3,4,fail,13,1,8
Collins Inc,FinTech,US,10.0,31461470,2,5,fail,9,1,8
Young-Matthews,E-Commerce,US,0.0,12856582,1,5,fail,4,8,0
Evans LLC,AI,US,7.0,28988413,3,5,fail,12,9,10
"James, Ramirez and Cruz",AI,US,0.0,25473363,2,3,fail,4,9,3
Miranda-Young,AI,US,0.0,21531423,1,7,fail,14,3,11
"Perez, Price and Lopez",FinTech,Germany,26.0,29153959,2,4,fail,14,3,11
Smith-Jordan,HealthTech,India,0.0,14274629,3,2,success,5,12,4
"Stephens, Evans and Glass",Gaming,Israel,3.0,7183283,1,2,fail,9,8,2
"Miller, Hensley and Young",Gaming,US,10.0,15049810,1,7,fail,11,3,6
Thomas-Wilkins,EdTech,US,8.0,9102154,1,5,fail,13,2,12
Castaneda-Green,EdTech,India,3.0,9144420,1,5,fail,10,6,1
"Kennedy, Medina and Lee",AI,US,4.0,28049122,6,4,success,14,3,10
Myers Ltd,HealthTech,Canada,4.0,22699798,1,4,fail,14,3,5
"Knight, Rivera and Howell",E-Commerce,India,0.0,11092309,3,2,success,14,3,10
"Hamilton, Velazquez and Carpenter",EdTech,India,1.0,7166755,2,3,fail,11,2,9
Peterson Ltd,AI,US,1.0,26041165,3,6,success,4,8,1
Bowman-Roth,E-Commerce,US,2.0,22740707,2,8,fail,8,4,0
Gates PLC,Biotech,India,1.0,34047094,5,6,success,7,3,3
"Roberts, Mosley and Schroeder",SaaS,US,1.0,9808575,2,2,fail,10,9,5
Brown-Jones,HealthTech,US,2.0,19306613,2,7,fail,14,3,11
Sanchez-Marks,AI,India,3.0,24574440,2,3,fail,5,11,0
Washington and Sons,Gaming,US,3.0,9405174,2,3,success,12,12,5
Johnson-Stewart,FinTech,Germany,0.0,15875704,1,3,success,10,11,3
"Williams, Smith and Wade",AI,US,7.0,31078610,4,6,fail,7,6,4
"Thornton, Robinson and Nelson",E-Commerce,US,9.0,22504356,3,11,fail,14,3,11
Hernandez PLC,E-Commerce,US,1.0,15595410,1,4,fail,14,3,8
Ford-Sullivan,SaaS,US,0.0,13597940,4,3,fail,2,8,1
Carson-Perez,E-Commerce,US,6.0,10004200,1,5,success,4,11,2
"Atkins, Rush and Russell",FinTech,US,12.0,29042639,3,5,success,14,3,9
"Cox, Smith and Carter",FinTech,US,0.0,14408758,4,3,fail,14,1,10
Olsen Ltd,FinTech,US,0.0,21133559,1,9,success,9,4,3
"Jacobs, Moyer and Taylor",E-Commerce,Canada,1.0,10615878,3,1,fail,9,1,2
Dean Group,EdTech,Canada,5.0,10814261,2,2,fail,11,11,10
Bernard Group,HealthTech,US,16.0,22971960,1,4,fail,13,7,12
Galvan-Johnson,E-Commerce,US,6.0,36483566,6,6,success,6,12,5
"Moore, Abbott and Peters",EdTech,UK,4.0,9744116,1,2,fail,9,2,2
"Klein, Cardenas and Barnett",HealthTech,Canada,6.0,24675035,2,4,fail,14,3,12
Wolf-Pierce,AI,Singapore,1.0,28712080,2,6,fail,9,5,6
"Herrera, Wells and Smith",EdTech,US,5.0,18653417,1,3,fail,8,4,2
"Evans, Smith and Gutierrez",E-Commerce,India,1.0,19871969,3,1,fail,14,3,12
"Lewis, Williamson and Taylor",E-Commerce,Germany,1.0,20041451,8,5,fail,8,7,1
"Freeman, Adams and Barnes",AI,Canada,1.0,16555329,2,4,fail,7,4,5
Lewis LLC,Biotech,US,5.0,39623363,4,9,success,8,3,6
Harris-Proctor,E-Commerce,UK,7.0,13014276,1,8,fail,10,6,2
Robertson and Sons,E-Commerce,US,4.0,15034726,2,3,fail,13,8,12
Shaffer-Wood,E-Commerce,US,0.0,13882005,6,4,fail,14,3,7
Walker-Stevens,FinTech,India,0.0,8662575,1,3,fail,14,3,10
"Hernandez, Keller and Pierce",E-Commerce,Germany,3.0,24096377,4,5,success,14,1,11
Wheeler-Wade,FinTech,Germany,2.0,27118125,8,8,fail,14,3,12
White LLC,E-Commerce,Canada,0.0,11766786,3,3,success,13,8,12
Odonnell Ltd,FinTech,US,6.0,23087587,2,6,fail,14,3,12
Leach-Bates,FinTech,US,2.0,24640866,1,3,fail,12,11,10
Moore-White,FinTech,India,4.0,20541091,2,4,fail,11,11,3
"Patterson, Ryan and Dunn",SaaS,UK,0.0,14154450,1,2,fail,14,3,7
Richards-Turner,Gaming,US,2.0,1986043,1,2,fail,14,3,6
Payne and Sons,HealthTech,India,9.0,21836922,3,4,fail,9,11,1
Walker-Garcia,AI,India,5.0,33857636,3,7,success,5,3,3
Hunter-Martinez,E-Commerce,US,0.0,15022486,3,4,fail,4,2,4
Moore-Jackson,AI,UK,9.0,30617273,3,5,fail,9,12,2
Cole-Richard,E-Commerce,India,5.0,16538018,1,3,fail,7,8,0
Thomas-Edwards,HealthTech,Canada,3.0,16721380,2,8,fail,14,3,11
Cooley-Chavez,EdTech,UK,5.0,13316584,3,3,success,12,12,11
Compton-Weaver,E-Commerce,US,0.0,21170811,1,5,fail,14,3,11
Pitts PLC,FinTech,India,3.0,12167970,1,7,fail,11,2,6
Martinez-Griffin,E-Commerce,Germany,4.0,14585037,1,5,fail,10,6,4
Hernandez Group,EdTech,US,13.0,12856057,4,3,success,8,7,0
Hudson LLC,AI,Canada,0.0,26781360,3,2,success,4,2,3
Howard PLC,E-Commerce,US,2.0,5972133,2,3,fail,12,9,3
"Duncan, George and Randall",AI,India,13.0,34931417,3,11,fail,5,3,2
"Stewart, Miller and Morris",E-Commerce,Singapore,1.0,12206795,8,3,fail,11,10,10
Anderson Group,E-Commerce,India,8.0,16133567,3,3,fail,6,3,1
"Bradshaw, Johnson and Sims",AI,India,0.0,25233579,6,7,fail,12,7,9
Nguyen-Rivera,AI,US,0.0,19615619,3,2,success,12,9,5
"Fisher, Howard and Brennan",EdTech,US,1.0,6508968,4,1,fail,13,6,8
Brady PLC,EdTech,India,7.0,10304456,2,6,fail,11,4,4
"Randall, Bowman and Knight",E-Commerce,India,0.0,15086813,1,2,fail,6,1,4
Zamora-Nguyen,E-Commerce,US,2.0,18747502,5,5,fail,3,11,2
Welch-Hancock,E-Commerce,Israel,0.0,14744843,1,4,fail,12,8,10
"Simpson, Sims and Carey",AI,US,1.0,29783933,5,5,success,14,3,12
"Lamb, Lee and Ward",E-Commerce,India,3.0,17019529,6,3,fail,5,10,4
Zimmerman-Lynch,Gaming,India,1.0,11542627,2,4,fail,12,7,5
Bradshaw Inc,Gaming,India,2.0,7327608,2,1,fail,5,3,2
"Phillips, Gutierrez and Hayden",EdTech,US,6.0,12032498,2,4,fail,13,6,6
Mitchell LLC,Biotech,Israel,0.0,38501481,3,6,fail,10,11,7
"Palmer, Ward and Davis",AI,India,3.0,29416957,1,8,fail,11,11,7
"Stokes, Medina and Lam",Biotech,India,1.0,16642453,1,6,fail,13,12,5
Mitchell Ltd,HealthTech,UK,2.0,14335850,1,4,fail,7,2,4
"Hamilton, Blackwell and Johnson",FinTech,US,8.0,20389756,2,3,fail,12,7,12
"Sullivan, White and Sandoval",AI,Canada,13.0,30563678,2,5,success,10,6,7
Shelton-Chambers,Biotech,India,1.0,22613750,3,6,fail,8,1,5
Avila-Davis,E-Commerce,UK,4.0,18185680,4,5,fail,9,5,7
Poole Group,HealthTech,Germany,5.0,18277907,2,5,success,3,7,1
Santiago PLC,AI,Israel,9.0,33810760,3,4,fail,7,4,5
Cowan Inc,AI,US,11.0,42541702,3,8,fail,8,3,1
"Brown, Nichols and Krueger",E-Commerce,Canada,3.0,12956998,3,2,success,4,12,2
Rodriguez PLC,EdTech,US,20.0,11834549,1,6,fail,14,3,12
"Graham, Taylor and Turner",Biotech,UK,17.0,37416986,3,8,fail,13,12,11
Deleon-Doyle,Gaming,US,3.0,11382206,1,4,fail,14,3,10
Moore-Taylor,E-Commerce,US,5.0,11622648,1,5,success,14,3,10
Best-Hernandez,E-Commerce,US,2.0,6835211,1,3,fail,4,7,1
"Reynolds, Kidd and Williams",E-Commerce,US,5.0,11967517,3,4,success,14,3,11
Jones Inc,FinTech,UK,3.0,19165528,1,4,success,12,8,6
"Vargas, Gilmore and Sullivan",SaaS,US,0.0,15210158,2,5,fail,6,12,1
Mckay Inc,E-Commerce,Germany,9.0,21303356,1,7,fail,4,12,3
Miranda Ltd,Gaming,US,14.0,17987960,1,2,success,9,5,4
"Walker, Wallace and Moyer",E-Commerce,US,0.0,3506345,2,5,fail,14,3,8
"Baldwin, Torres and Gray",FinTech,India,7.0,20877063,6,3,success,8,7,3
Chambers-Ramirez,Biotech,US,2.0,19731906,2,5,fail,13,5,11
Rice-Mathis,EdTech,US,4.0,6486479,1,3,fail,5,10,3
"Anderson, Hernandez and Carr",AI,Singapore,3.0,16367443,2,4,success,12,5,10
Rangel and Sons,E-Commerce,US,4.0,14582424,2,1,fail,14,3,12
Powell Inc,AI,Germany,3.0,27579138,3,4,fail,13,5,6
Wheeler LLC,E-Commerce,US,9.0,20706342,2,3,fail,14,3,12
"Cline, Carter and Ford",AI,Israel,5.0,20923840,2,7,success,11,11,5
Patterson and Sons,FinTech,US,2.0,20099253,1,4,fail,2,3,1
Johnson-Mcpherson,AI,Israel,5.0,30777467,3,5,fail,8,5,5
Howell-Ortiz,E-Commerce,US,3.0,22943471,3,4,fail,8,4,6
Garner and Sons,FinTech,US,0.0,17742761,1,3,success,13,6,11
"Wang, Reese and Moreno",AI,India,10.0,43568210,3,12,success,14,3,11
Phillips-Walker,E-Commerce,US,6.0,9781013,1,3,fail,7,12,1
Ruiz Group,FinTech,US,13.0,34973245,3,3,success,6,4,1
"Cook, Perry and Jones",Gaming,Canada,3.0,11070610,4,6,fail,14,3,10
Hill-Sanders,AI,US,9.0,41971682,3,7,success,14,3,9
Berg-Downs,FinTech,India,3.0,24060188,2,5,fail,14,3,10
Mckee-Foster,AI,India,8.0,33469092,2,5,fail,14,3,12
Jones-Carter,AI,UK,4.0,22520140,1,5,fail,9,8,5
Evans-Mendez,FinTech,US,0.0,30179605,2,6,success,8,12,5
Smith Group,AI,India,3.0,29317414,2,4,fail,10,4,8
Wong Inc,SaaS,US,2.0,19146891,4,1,fail,14,3,11
Myers-Patrick,EdTech,US,3.0,9818246,2,4,fail,14,3,8
Stout and Sons,Gaming,Israel,4.0,4602389,3,5,fail,10,6,7
"Beck, Cook and Johnson",E-Commerce,US,1.0,4119124,1,3,fail,10,11,4
"Rodriguez, Sampson and Garcia",Biotech,US,4.0,36041176,2,4,fail,11,10,11
Thompson LLC,FinTech,UK,0.0,22237053,3,6,fail,8,3,4
Drake-Barton,AI,US,0.0,22674776,2,6,fail,13,5,11
Nichols Ltd,AI,UK,2.0,19194253,1,5,fail,8,8,2
Clarke Group,HealthTech,Singapore,7.0,24540674,3,4,fail,14,3,8
Baldwin PLC,SaaS,Singapore,8.0,21906314,2,3,fail,14,3,10
"Johnson, Phelps and Thompson",AI,US,3.0,26937511,3,5,fail,11,5,8
Nunez PLC,FinTech,India,10.0,22127976,2,7,fail,14,3,10
Boyd-Klein,AI,Israel,0.0,18456673,1,7,fail,11,4,4
Guzman-Carter,AI,US,16.0,34475281,3,4,fail,10,3,2
Hammond-Craig,HealthTech,India,12.0,26966886,2,5,fail,13,6,6
Lee-Cherry,Biotech,US,4.0,21490132,8,4,success,14,3,10
"Sanchez, Kim and Gilbert",Gaming,US,0.0,10701233,1,3,fail,6,4,3
"Mays, Harris and Kennedy",E-Commerce,Singapore,3.0,11915977,2,8,fail,10,5,7
"Wilson, Young and Tapia",AI,Germany,0.0,27782237,3,8,fail,9,5,1
Smith LLC,E-Commerce,US,3.0,19056117,3,1,fail,0,12,0
Taylor-Rodgers,SaaS,Canada,1.0,13819794,1,3,fail,14,3,9
"Walker, Anderson and Hatfield",Biotech,India,3.0,24205853,3,3,fail,11,2,5
"Aguilar, Cruz and Lee",E-Commerce,Israel,1.0,18198998,1,5,fail,6,7,2
Clark LLC,E-Commerce,US,1.0,13245478,1,3,fail,11,8,4
"Benjamin, Booth and Baker",AI,US,1.0,21446122,2,3,fail,13,2,12
"Brown, Moore and Mitchell",E-Commerce,US,0.0,11036806,2,4,fail,13,8,8
Chang PLC,Biotech,India,6.0,26100269,2,7,fail,10,10,5
"Delacruz, Peters and Cunningham",AI,US,1.0,23930810,1,3,success,5,1,4
Vaughn-Cook,E-Commerce,US,5.0,22339867,3,2,fail,14,3,10
Buck-Graham,EdTech,Singapore,5.0,11231107,1,4,fail,13,4,4
Smith-Schmidt,HealthTech,Israel,0.0,10849004,4,3,fail,4,1,3
"Olsen, Winters and Wilson",E-Commerce,UK,1.0,13763933,3,4,fail,12,3,10
"Watkins, Bailey and Crosby",Biotech,Israel,3.0,27918512,6,3,success,4,7,3
Aguilar-Benson,EdTech,Singapore,12.0,13874704,3,8,success,3,4,2
"Garcia, Barnes and Osborne",SaaS,UK,2.0,14770306,1,3,fail,14,3,12
Page-Miller,E-Commerce,India,3.0,16642019,2,2,fail,4,2,2
Huang and Sons,AI,Israel,6.0,20160251,1,2,fail,4,12,1
"Bruce, Gutierrez and Little",Biotech,India,8.0,33162460,2,5,success,12,1,7
"Hardy, Mckay and Rice",E-Commerce,US,12.0,20163913,4,3,success,11,2,3
Allen-Barnett,HealthTech,US,3.0,18856841,1,6,fail,7,9,4
Delgado-Chan,AI,India,1.0,20688874,3,7,fail,10,11,10
Dougherty-Stewart,E-Commerce,Singapore,7.0,16793740,2,2,success,7,6,0
Herrera-Winters,HealthTech,UK,0.0,23006733,2,6,fail,6,3,4
"Dominguez, Neal and Hall",Gaming,Israel,2.0,7095208,1,2,fail,4,7,0
Smith-Thomas,AI,US,5.0,30289233,6,4,fail,9,5,2
Eaton-Jensen,SaaS,Germany,6.0,14304534,3,7,fail,1,11,0
"Valenzuela, West and Buchanan",EdTech,India,19.0,17060832,3,6,fail,7,10,5
"Marks, Jackson and Munoz",FinTech,Canada,0.0,20451278,1,2,fail,9,5,7
"Watkins, Jones and Smith",HealthTech,UK,0.0,17732827,1,6,fail,14,3,7
"Oliver, Roberts and Briggs",FinTech,Canada,5.0,30523987,4,6,success,14,3,7
Davis-Perkins,FinTech,US,12.0,36494623,8,6,success,7,5,1
"Walton, Thomas and Cunningham",E-Commerce,Germany,4.0,16511636,3,6,fail,9,5,6
"Knox, Lucas and Frank",HealthTech,India,3.0,10214285,4,4,fail,10,5,8
Gray Inc,FinTech,India,0.0,25075477,3,5,success,12,12,12
"Parker, Evans and Richardson",AI,India,5.0,22002444,1,8,fail,6,11,0
Shepherd PLC,E-Commerce,US,2.0,6138682,1,4,fail,13,10,11
Jackson Inc,E-Commerce,US,13.0,21978920,2,3,fail,3,2,0
Webster-Reed,FinTech,UK,1.0,25009117,2,6,fail,8,6,2
Morales-Chan,SaaS,India,1.0,12632881,1,4,success,14,3,11
"Espinoza, Patel and Washington",Biotech,India,3.0,38181500,4,4,fail,12,8,10
Hill-Pena,EdTech,India,3.0,12658502,2,4,fail,6,10,5
Johnston Ltd,EdTech,Singapore,2.0,9967353,3,1,fail,9,10,0
Moreno Inc,Biotech,Singapore,1.0,27633402,3,5,fail,12,7,9
Jimenez-Robinson,HealthTech,US,0.0,17388556,4,4,fail,11,2,3
"Thompson, Mclaughlin and Ellison",Biotech,US,8.0,36905697,8,9,success,10,10,3
Burgess Ltd,E-Commerce,India,2.0,15879844,1,5,fail,13,3,8
"Acosta, Johnson and Martin",EdTech,US,4.0,10682436,5,4,fail,9,12,3
Webb Group,E-Commerce,US,3.0,10351412,2,6,success,4,12,0
"Jacobson, Boyd and Fleming",EdTech,US,6.0,10655317,1,4,fail,5,7,4
Murphy-Hunter,EdTech,US,1.0,8911475,4,2,fail,9,1,0
Todd-Smith,E-Commerce,Israel,1.0,13730682,3,2,fail,10,12,7
Walsh PLC,E-Commerce,Israel,4.0,11101668,6,9,fail,10,4,2
"Hernandez, Meyers and Luna",HealthTech,Israel,2.0,17161463,1,2,fail,14,3,12
"Stephens, Goodman and Ryan",HealthTech,US,0.0,13310758,1,4,fail,13,10,5
Mcintyre-Jones,FinTech,US,3.0,30852413,8,6,fail,7,7,0
"Smith, Baldwin and Johnson",E-Commerce,US,1.0,12815161,1,4,fail,12,3,5
"Curry, Liu and Reynolds",AI,US,12.0,48221678,8,7,success,14,3,10
Reeves Inc,FinTech,US,1.0,13548561,3,3,success,7,5,5
